"","t","logFC","status","type"
"1",405.000703931882,13.340684655,0,"lymphoma"
"2",397.838494708595,12.8467438225,0,"lymphoma"
"3",395.084351328509,13.4394898425,0,"lymphoma"
"4",387.32329358882,13.46403885,0,"lymphoma"
"5",386.390511572916,13.3623650075,0,"lymphoma"
"6",385.927570654639,12.832446575,0,"lymphoma"
"7",382.420642229481,13.300797225,0,"lymphoma"
"8",377.124674550566,12.526453015,0,"lymphoma"
"9",375.804424005194,12.259081125,0,"lymphoma"
"10",374.213716423961,13.1764864925,0,"lymphoma"
"11",367.825144844195,12.7853434075,0,"lymphoma"
"12",362.971979236931,13.34956074,0,"lymphoma"
"13",362.964574843627,11.65022993,0,"lymphoma"
"14",362.932468996332,13.035063505,0,"lymphoma"
"15",360.98291381315,12.717063665,0,"lymphoma"
"16",359.493652148219,13.18435526,0,"lymphoma"
"17",359.24000998117,12.384569645,0,"lymphoma"
"18",352.620013227067,12.016623975,0,"lymphoma"
"19",349.612478953926,13.098397255,0,"lymphoma"
"20",349.120019387266,13.4925959125,0,"lymphoma"
"21",348.957003698143,11.6982669825,0,"lymphoma"
"22",348.849696416268,12.144064905,0,"lymphoma"
"23",347.832473759785,12.0438525675,0,"lymphoma"
"24",342.647310487249,12.2453830225,0,"lymphoma"
"25",342.21427117333,12.96317005,0,"lymphoma"
"26",341.869803984995,12.40056777,0,"lymphoma"
"27",340.978947521851,11.2540650375,0,"lymphoma"
"28",339.693590387905,12.560964585,0,"lymphoma"
"29",339.679277087179,12.901978255,0,"lymphoma"
"30",339.036275363657,12.52888322,0,"lymphoma"
"31",337.805393995125,12.895607235,0,"lymphoma"
"32",334.554766681397,13.5493135425,0,"lymphoma"
"33",334.327454685857,12.5343446725,0,"lymphoma"
"34",333.793490174365,12.6965878025,0,"lymphoma"
"35",333.110958365641,13.21811962,0,"lymphoma"
"36",331.221486571688,13.0205709925,0,"lymphoma"
"37",330.819918171882,11.622794625,0,"lymphoma"
"38",330.690693146436,12.8916275525,0,"lymphoma"
"39",330.242786190455,12.8479492675,0,"lymphoma"
"40",330.231902021841,12.975701095,0,"lymphoma"
"41",329.592869443386,12.66798377,0,"lymphoma"
"42",329.372242408065,12.1031942375,0,"lymphoma"
"43",329.236751087505,11.23772907,0,"lymphoma"
"44",328.188672130014,12.3821122675,0,"lymphoma"
"45",327.323951824292,12.6288466475,0,"lymphoma"
"46",327.034384735695,12.3757438675,0,"lymphoma"
"47",326.019419172687,12.82177377,0,"lymphoma"
"48",325.302820948536,12.654043435,0,"lymphoma"
"49",324.978957064645,11.9609453675,0,"lymphoma"
"50",323.929020771495,12.6663908975,0,"lymphoma"
"51",322.44359189767,12.0809822075,0,"lymphoma"
"52",322.33967663815,12.586191655,0,"lymphoma"
"53",321.665844230847,13.00401139,0,"lymphoma"
"54",320.005530406748,12.699552535,0,"lymphoma"
"55",319.790119500733,12.03379035,0,"lymphoma"
"56",318.110369819646,12.901310205,0,"lymphoma"
"57",317.744190300288,13.18570757,0,"lymphoma"
"58",317.365602934977,13.0396134825,0,"lymphoma"
"59",317.3435350891,12.4963684075,0,"lymphoma"
"60",316.311604293063,12.7930822375,0,"lymphoma"
"61",316.005899710992,12.957826375,0,"lymphoma"
"62",314.335886769117,11.9212272175,0,"lymphoma"
"63",313.141924769973,12.45025444,0,"lymphoma"
"64",312.936760853241,10.20017028,0,"lymphoma"
"65",312.87659526012,10.993929865,0,"lymphoma"
"66",312.523629162356,10.25032878,0,"lymphoma"
"67",311.123418645583,9.93409085275,0,"lymphoma"
"68",310.407277908619,11.549546005,0,"lymphoma"
"69",309.440580002354,10.959748745,0,"lymphoma"
"70",308.181501289483,12.6382825375,0,"lymphoma"
"71",307.295845552012,10.2528531575,0,"lymphoma"
"72",307.057713302853,13.2047767625,0,"lymphoma"
"73",306.481867253216,11.30948758,0,"lymphoma"
"74",305.754154639332,11.9919233325,0,"lymphoma"
"75",305.185468922327,12.489601375,0,"lymphoma"
"76",304.951416237031,12.939922095,0,"lymphoma"
"77",304.18376779156,11.44399047,0,"lymphoma"
"78",303.184695922164,12.8515651225,0,"lymphoma"
"79",302.203277625661,13.232437135,0,"lymphoma"
"80",301.122257190077,11.7298789025,0,"lymphoma"
"81",300.74070420715,12.8403506275,0,"lymphoma"
"82",300.469019550791,9.646774292,0,"lymphoma"
"83",300.090918597021,10.6855678575,0,"lymphoma"
"84",299.769067693954,12.369048595,0,"lymphoma"
"85",299.502407420077,13.41839528,0,"lymphoma"
"86",298.830549299402,9.7936673165,0,"lymphoma"
"87",298.340229167064,13.0157358675,0,"lymphoma"
"88",297.088538499067,9.50053358075,0,"lymphoma"
"89",296.324666584737,9.66950988775,0,"lymphoma"
"90",296.271985946125,12.90300727,0,"lymphoma"
"91",296.227931885191,10.89365649,0,"lymphoma"
"92",296.136323799605,11.0141766075,0,"lymphoma"
"93",295.94441938037,11.9775953275,0,"lymphoma"
"94",295.883407361623,10.5363168725,0,"lymphoma"
"95",295.869001171291,10.7450175275,0,"lymphoma"
"96",295.067910679989,12.848658085,0,"lymphoma"
"97",294.238662402868,11.99956274,0,"lymphoma"
"98",293.936865630724,11.8176586625,0,"lymphoma"
"99",293.407482302704,13.1873083125,0,"lymphoma"
"100",293.380514746031,9.9299378395,0,"lymphoma"
"101",293.027506035047,12.872441055,0,"lymphoma"
"102",292.952650552088,12.7771022325,0,"lymphoma"
"103",292.034826290207,13.1148965325,0,"lymphoma"
"104",291.760163437404,9.80298733725,0,"lymphoma"
"105",291.708512451486,11.6776294725,0,"lymphoma"
"106",291.272165300458,12.8917493825,0,"lymphoma"
"107",290.969247681915,9.53666234025,0,"lymphoma"
"108",290.499497721308,10.7742719675,0,"lymphoma"
